Ptid	Gene1	Gene2	Gene3	Gene4	Gene5
PT154	7.75911808	7.499853134	7.334842205	7.359611034	7.798288822
PT647	7.813099861	8.259992599	10.2179184	6.060235977	8.896608353
PT680	7.862987995	7.58570385	8.359248161	8.329016685	6.343749046
PT20	7.868944168	7.499898911	6.992016792	7.377583027	7.847299099
PT42	7.873484135	7.941852093	6.877441883	7.519309998	7.173749924
PT244	7.887125015	7.553555965	7.490781784	7.524631977	9.386421204
PT230	7.948984146	8.102009773	7.112024784	7.274341106	7.824069977
PT453	7.967934132	6.705924988	8.295804024	8.406461716	7.38064909
PT634	7.976442814	7.438508987	7.45398283	7.320133209	7.225450993
PT366	7.97726202	7.971119881	7.740952969	7.943583012	7.851347923
PT259	7.998133183	7.590747833	7.313519955	7.506330967	7.297180176
PT233	8.00614357	8.018494606	7.715240002	7.986186981	9.056884766
PT96	8.095137596	7.314115047	8.018451691	8.402927399	8.668470383
PT652	8.095137596	7.314115047	8.018451691	8.402927399	8.668470383
PT65	8.095137596	7.314115047	8.018451691	8.402927399	8.668470383
PT540	8.095137596	7.314115047	8.018451691	8.402927399	8.668470383
PT500	8.095137596	7.314115047	8.018451691	8.402927399	8.668470383
PT412	8.095137596	7.314115047	8.018451691	8.402927399	8.668470383
PT363	8.095137596	7.314115047	8.018451691	8.402927399	8.668470383
PT36	8.095137596	7.314115047	8.018451691	8.402927399	8.668470383
PT350	8.095137596	7.314115047	8.018451691	8.402927399	8.668470383
PT272	8.095137596	7.314115047	8.018451691	8.402927399	8.668470383
PT231	8.095137596	7.314115047	8.018451691	8.402927399	8.668470383
PT222	8.095137596	7.314115047	8.018451691	8.402927399	8.668470383
PT128	8.095137596	7.314115047	8.018451691	8.402927399	8.668470383
PT575	8.107280731	7.804030895	6.757573128	8.2003479	7.872280121
PT496	8.118149757	7.036688805	9.58743	9.923280716	8.947770119
PT133	8.12112236	8.563000679	7.353394985	8.396512032	7.857195854
PT610	8.169283867	10.70136547	9.761230469	10.99195004	10.20736694
PT468	8.1906147	8.331256866	7.67360878	7.738230228	8.754360199
PT93	8.242742538	8.099461555	8.337177277	7.560389042	8.763122559
PT683	8.338875771	2.6874512	6.783244133	8.812112808	8.405905724
PT679	8.338875771	8.044364929	6.783244133	8.812112808	8.405905724
PT225	8.338875771	8.044364929	6.783244133	8.812112808	8.405905724
PT450	8.346866608	9.031023979	9.377998352	8.842529297	7.83325386
PT498	8.359293938	6.949879169	8.055957794	6.938536167	7.626323223
PT503	8.366453171	8.084265709	8.85946846	4.480723858	3.439297915
PT122	8.370639801	8.379635811	8.471128464	8.439670563	9.344870567
PT40	8.384465218	7.214869022	7.733797073	7.632213116	7.30570507
PT382	8.38890934	7.406963825	8.760191917	7.439724922	7.610257149
PT314	8.38890934	7.406963825	8.760191917	7.439724922	7.610257149
PT205	8.38890934	7.406963825	8.760191917	7.439724922	7.610257149
PT472	8.405941963	8.707490921	8.037274361	8.115978241	9.016512871
PT47	8.405944824	6.488519192	6.343619823	8.216752052	6.768410206
PT67	8.41062355	7.600996017	7.166140079	8.193026543	7.237043858
PT385	8.411045074	7.530137062	7.818535805	7.275118828	7.760578156
PT613	8.455225945	3.214578	7.718625069	7.919892788	2.104546
PT452	8.455225945	8.108078957	7.718625069	7.919892788	7.100739002
PT365	8.463306427	7.92013216	8.628587723	7.964365959	9.475458145
PT283	8.482759476	8.237674713	9.246499062	9.423312187	9.09754467
PT246	8.494524002	7.983222961	8.721031189	8.114339828	9.478097916
PT649	8.561386108	8.642481804	8.362819672	8.761301041	8.086622238
PT8	8.565652847	7.963425159	8.758753777	8.933955193	8.51612854
PT554	8.574267387	8.458015442	6.992557049	8.960309029	8.76054287
PT207	8.586746216	6.969401836	7.49729681	6.966273785	8.301065445
PT629	8.593476295	8.745587349	8.344043732	8.800383568	8.307733536
PT542	8.677507401	7.149135113	6.089572906	8.017233849	8.345615387
PT555	8.747590065	9.52066803	8.611963272	8.862628937	9.364080429
PT315	8.84113884	8.836055756	9.605773926	9.975740433	10.39046192
PT396	8.870657921	9.035758972	7.459825039	9.199062347	7.728953838
PT402	8.913636208	9.008536339	9.273097038	8.619585991	8.952770233
PT602	8.944122314	6.319107056	7.619566917	2.566821098	8.262664795
PT579	8.944122314	6.319107056	7.619566917	2.566821098	8.262664795
PT5	8.944122314	6.319107056	7.619566917	2.566821098	8.262664795
PT422	8.944122314	6.319107056	7.619566917	2.566821098	8.262664795
PT411	8.944122314	6.319107056	7.619566917	2.566821098	8.262664795
PT326	8.944122314	6.319107056	7.619566917	2.566821098	8.262664795
PT301	8.944122314	6.319107056	7.619566917	2.566821098	8.262664795
PT18	8.944122314	6.319107056	7.619566917	2.566821098	8.262664795
PT144	8.944122314	6.319107056	7.619566917	2.566821098	8.262664795
PT123	8.944122314	6.319107056	7.619566917	2.566821098	8.262664795
PT262	8.973240852	8.665258408	7.002474785	7.604746819	7.037546158
PT234	8.973240852	8.665258408	7.002474785	7.604746819	7.037546158
PT163	8.973240852	8.665258408	7.002474785	7.604746819	7.037546158
PT126	8.973240852	8.665258408	7.002474785	7.604746819	7.037546158
PT294	8.980546951	8.47647953	7.394509792	8.853033066	8.711166382
PT94	8.992864609	8.718209267	7.534176826	8.715691566	9.705796242
PT410	9.056728363	9.616287231	10.47799683	10.96687698	11.00043678
PT48	9.067313194	8.341178894	8.404069901	8.631505966	9.163789749
PT552	9.070953369	8.121789932	8.229304314	9.045228958	8.306531906
PT356	9.097089767	8.231093407	8.598136902	8.898033142	8.66091156
PT360	9.119704247	6.588027954	7.013380051	7.131978989	7.568957806
PT208	9.134916306	6.576035023	7.843751907	4.463389874	8.284683228
PT378	9.176006317	8.478721619	8.788439751	8.303453445	8.004392624
PT457	9.182683945	8.644039154	10.58192062	8.839956284	10.79464817
PT30	9.221766472	7.63888979	7.047233105	7.674313068	6.497261047
PT216	9.221766472	7.63888979	7.047233105	7.674313068	6.497261047
PT171	9.221766472	7.63888979	7.047233105	7.674313068	6.497261047
PT137	9.221766472	7.63888979	7.047233105	7.674313068	6.497261047
PT557	9.271512985	8.972501755	7.585786819	8.769133568	8.406140327
PT633	9.32022953	9.011601448	9.920853615	10.10968781	9.679566383
PT59	9.334058762	7.643070221	8.838985443	7.70755291	8.427775383
PT607	9.349899292	8.987376213	8.783190727	9.057715416	2.03124545
PT469	9.349899292	8.987376213	8.783190727	9.057715416	8.491309166
PT367	9.349899292	8.987376213	8.783190727	9.057715416	8.491309166
PT75	9.431214333	8.220092773	8.610362053	8.735117912	9.81020546
PT672	9.431214333	8.220092773	8.610362053	8.735117912	9.81020546
PT662	9.431214333	8.220092773	8.610362053	8.735117912	9.81020546
PT612	9.431214333	8.220092773	8.610362053	8.735117912	9.81020546
PT609	9.431214333	8.220092773	8.610362053	8.735117912	9.81020546
PT55	9.431214333	8.220092773	8.610362053	8.735117912	9.81020546
PT477	9.431214333	8.220092773	8.610362053	8.735117912	9.81020546
PT463	9.431214333	8.220092773	8.610362053	8.735117912	9.81020546
PT268	9.431214333	8.220092773	8.610362053	8.735117912	9.81020546
PT253	9.431214333	8.220092773	8.610362053	8.735117912	9.81020546
PT172	9.431214333	8.220092773	8.610362053	8.735117912	9.81020546
PT167	9.431214333	8.220092773	8.610362053	8.735117912	9.81020546
PT147	9.431214333	8.220092773	8.610362053	8.735117912	9.81020546
PT501	9.498401642	9.474734306	9.630657196	9.995294571	10.04954147
PT632	9.527332306	8.943704605	7.782132149	8.816081047	8.345698357
PT77	9.670150757	9.11902523	8.103449821	7.598248005	7.420526028
PT290	9.728258133	9.369709015	8.840695381	7.878650188	7.68447113
PT136	9.777105331	10.38547325	10.03760433	10.73795128	10.3327179
PT549	9.804361343	10.39140987	9.091925621	10.02278614	10.29206181
PT379	9.860975266	9.992835999	8.011412621	9.768022537	11.33268833
PT300	9.864551544	9.322099686	8.803038597	9.360224724	9.590698242
PT344	9.86815834	9.207832336	10.07783031	10.15729046	10.0464344
PT265	9.925801277	10.10313129	9.484835625	9.644712448	9.929471016
PT497	9.981630325	9.120950699	9.707036972	9.203557968	9.203447342
PT661	9.990556717	10.47686005	9.999625206	10.82180214	10.29629993
PT517	10.02833939	9.371481895	9.675632477	9.720600128	10.65500546
PT525	10.13272667	9.730335236	9.047780037	10.06519222	9.230960846
PT495	10.18341541	9.216333389	9.713017464	9.516677856	10.06891441
PT176	10.28419685	10.66685009	9.882797241	11.82322884	10.15596581
PT574	10.29001713	9.655600548	9.199803352	9.669034958	9.504313469
PT526	10.30704975	9.798557281	10.69062996	9.888719559	10.03707314
PT599	10.32042217	9.802205086	10.14125919	8.512031555	9.619117737
PT390	10.33803177	9.928138733	9.451693535	10.05685616	10.27083206
PT435	10.45099831	9.849804878	10.73214912	9.912908554	10.0467062
PT678	10.53883076	4.257526875	4.254830837	3.946804047	4.238299847
PT653	10.63200188	10.09800339	8.054888725	10.78867626	9.113965988
PT530	10.71230125	4.731478214	5.7907691	11.41903782	12.70681953
PT573	10.78006363	9.123160362	7.797856808	7.565282822	9.354862213
PT511	10.85694981	10.70381546	10.16383553	10.64643002	10.24763584
PT266	10.96803665	10.99308205	11.58053398	11.6703949	11.64057732
PT276	10.99281216	8.632739067	9.162888527	10.12923813	9.902227402
PT528	11.18606377	10.76246262	10.38791656	10.34941864	9.955251694
PT292	11.19342136	10.53066254	10.65970039	10.99771118	9.812933922
PT239	11.19413376	10.81457615	11.12526321	11.01144695	10.43356705
PT56	11.39718723	11.27219772	10.5845108	10.29202843	9.888828278
PT220	11.53009129	11.49673939	10.86740971	11.10948658	10.03265285
PT643	11.59274292	11.30996609	10.95139313	10.74875927	10.58797741
PT582	11.63300896	11.69618702	11.65909767	11.93078613	11.87315845
PT85	11.79549789	11.86504555	11.58807945	11.22548485	11.11374569
PT553	11.81604385	11.51670074	11.20122719	11.30335426	10.2647934
PT71	11.9284668	11.66281891	10.67658234	11.06565285	9.626797676
PT533	11.9284668	11.66281891	10.67658234	11.06565285	9.626797676
PT459	11.9284668	11.66281891	10.67658234	11.06565285	9.626797676
PT444	11.9284668	11.66281891	10.67658234	11.06565285	9.626797676
PT384	11.9284668	11.66281891	10.67658234	11.06565285	9.626797676
PT347	11.9284668	11.66281891	10.67658234	11.06565285	9.626797676
PT299	11.9284668	11.66281891	10.67658234	11.06565285	9.626797676
PT227	11.9284668	11.66281891	10.67658234	11.06565285	9.626797676
PT209	11.9284668	11.66281891	10.67658234	11.06565285	9.626797676
PT142	11.9284668	11.66281891	10.67658234	11.06565285	9.626797676
PT116	12.00323105	11.39729786	11.45032883	11.87463284	12.05291176
PT111	12.1100893	12.39378548	12.29493713	12.78076363	11.65722084
PT543	12.16405487	11.33637428	10.70485878	11.27703094	11.53150368
PT256	12.22257137	11.28814697	10.80518341	11.34653378	11.58582687
PT309	12.30436611	12.37440395	12.13428974	12.29501247	12.50427246
PT416	12.42609596	11.57967567	11.0050211	11.59752941	11.76177788
PT486	12.46476269	11.98808098	12.18627834	11.6068306	12.55954266
PT570	12.55733013	12.09854698	12.27320004	11.67430115	12.62330246
PT224	12.64013767	13.13347054	13.05091572	13.24730301	12.41334534
PT250	12.72204113	12.47672653	12.16717911	12.29062462	12.0983839
PT592	13.21381283	13.35027313	13.05727386	13.22455597	12.94338894
PT650	13.23045063	3.3325478	13.07134342	13.22026634	12.92998314
PT443	13.23045063	13.33637333	13.07134342	13.22026634	12.92998314
PT284	13.23045063	6.3256589	13.07134342	13.22026634	12.92998314
PT567	13.23199844	13.08513069	12.55782223	12.81710243	12.60038376
PT426	13.23568	3.762799978	3.624205112	3.608063936	6.672945023
PT311	13.24578	2.473335028	6.774587154	2.838285923	16.730456
PT556	13.24589	2.513582945	2.575890064	2.408792973	12.2456
PT598	13.28996277	12.96212673	12.63758373	12.77475739	12.47624016
PT518	13.3568	3.316484928	3.390815973	3.660058022	3.499376059
PT588	13.36760044	13.61610031	13.3853302	13.49470329	13.43714333
PT669	13.45678	3.100121975	3.246984959	3.41770792	14.02356
PT665	13.61742973	13.77052116	13.62943935	13.66825581	13.65626144
PT169	14.00883675	13.94051361	13.87995243	13.96425724	13.83033752
PT80	14.32869387	-1.103085995	-2.546836853	0.572057915	3.361105919
PT515	14.32869387	-1.103085995	-2.546836853	0.572057915	3.361105919
PT513	14.32869387	-1.103085995	-2.546836853	0.572057915	3.361105919
PT489	14.32869387	-1.103085995	-2.546836853	0.572057915	3.361105919
PT479	14.32869387	-1.103085995	-2.546836853	0.572057915	3.361105919
PT361	14.32869387	-1.103085995	-2.546836853	0.572057915	3.361105919
PT349	14.32869387	-1.103085995	-2.546836853	0.572057915	3.361105919
PT261	14.32869387	-1.103085995	-2.546836853	0.572057915	3.361105919
PT248	14.32869387	-1.103085995	-2.546836853	0.572057915	3.361105919
PT238	14.32869387	-1.103085995	-2.546836853	0.572057915	3.361105919
PT166	14.32869387	-1.103085995	-2.546836853	0.572057915	3.361105919
PT120	14.32869387	-1.103085995	-2.546836853	0.572057915	3.361105919
PT117	14.32869387	-1.103085995	-2.546836853	0.572057915	3.361105919
PT113	14.32869387	-1.103085995	-2.546836853	0.572057915	3.361105919
PT601	14.40098	4.649899006	4.673178196	4.375422955	14.587
PT671	15.032356	3.329073906	4.624155998	4.134188175	10.258
PT673	15.04109097	-3.308576107	-5.94184494	-2.202990818	2.024146557
PT668	15.04109097	-3.308576107	-5.94184494	-2.202990818	2.024146557
PT635	15.04109097	-3.308576107	-5.94184494	-2.202990818	2.024146557
PT539	15.04109097	-3.308576107	-5.94184494	-2.202990818	2.024146557
PT51	15.04109097	-3.308576107	-5.94184494	-2.202990818	2.024146557
PT466	15.04109097	-3.308576107	-5.94184494	-2.202990818	2.024146557
PT415	15.04109097	-3.308576107	-5.94184494	-2.202990818	2.024146557
PT403	15.04109097	-3.308576107	-5.94184494	-2.202990818	2.024146557
PT320	15.04109097	-3.308576107	-5.94184494	-2.202990818	2.024146557
PT304	15.04109097	-3.308576107	-5.94184494	-2.202990818	2.024146557
PT215	15.04109097	-3.308576107	-5.94184494	-2.202990818	2.024146557
PT184	15.04109097	-3.308576107	-5.94184494	-2.202990818	2.024146557
PT127	15.04109097	-3.308576107	-5.94184494	-2.202990818	2.024146557
PT251	15.6478	2.769397974	2.647473097	2.669056892	16.5748
PT22	15.6898	5.22472477	5.538761139	5.630855083	15.804569
PT76	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT677	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT616	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT608	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT604	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT585	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT581	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT506	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT484	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT425	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT398	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT38	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT34	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT310	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT29	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT289	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT288	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT235	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT228	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT217	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT182	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT151	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT149	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT12	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT108	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT106	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT101	16.98255014	-2.520102978	-4.711253166	-1.724680233	2.619130612
PT95	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT79	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT66	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT658	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT651	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT620	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT603	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT594	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT587	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT563	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT559	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT494	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT480	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT438	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT394	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT391	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT352	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT298	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT277	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT260	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT236	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT203	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT179	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT155	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT150	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT15	17.12712002	3.75741482	0.39624882	4.52199287	5.083446505
PT82	21.44360447	-2.838468075	-5.630917072	-1.740051079	2.622644425
PT590	21.44360447	-2.838468075	-5.630917072	-1.740051079	2.622644425
PT569	21.44360447	-2.838468075	-5.630917072	-1.740051079	2.622644425
PT332	21.44360447	-2.838468075	-5.630917072	-1.740051079	2.622644425
PT331	21.44360447	-2.838468075	-5.630917072	-1.740051079	2.622644425
PT330	21.44360447	-2.838468075	-5.630917072	-1.740051079	2.622644425
PT321	21.44360447	-2.838468075	-5.630917072	-1.740051079	2.622644425
PT258	21.44360447	-2.838468075	-5.630917072	-1.740051079	2.622644425
PT240	21.44360447	-2.838468075	-5.630917072	-1.740051079	2.622644425
PT211	21.44360447	-2.838468075	-5.630917072	-1.740051079	2.622644425
PT115	21.44360447	-2.838468075	-5.630917072	-1.740051079	2.622644425
PT110	21.44360447	-2.838468075	-5.630917072	-1.740051079	2.622644425
PT10	21.44360447	-2.838468075	-5.630917072	-1.740051079	2.622644425
					
					
					
